a,b,n_full,n_margin,effect_full,effect_margin,delta,abs_delta,sign_flip
GPT-5.2,o1 (Inspect),157,60,0.26512738853503187,0.48541666666666666,0.2202892781316348,0.2202892781316348,False
GPT-5.2,o1-preview,142,54,0.36988598256203886,0.6507936507936507,0.28090766823161184,0.28090766823161184,False
GPT-5.2,o3 (Inspect),157,60,0.12372611464968153,0.18208333333333335,0.05835721868365182,0.05835721868365182,False
GPT-5.3-Codex,Gemini 3 Pro,157,60,0.04485138004246285,0.008333333333333333,-0.03651804670912952,0.03651804670912952,False
GPT-5.3-Codex,human,117,42,0.18346338263879497,0.2939283759480804,0.11046499330928544,0.11046499330928544,False
GPT-5.3-Codex,o1 (Inspect),157,60,0.2534501061571125,0.4375,0.1840498938428875,0.1840498938428875,False
GPT-5.3-Codex,o1-preview,142,54,0.3525737759892689,0.5998677248677249,0.24729394887845596,0.24729394887845596,False
GPT-5.3-Codex,o3 (Inspect),157,60,0.11204883227176222,0.13416666666666666,0.02211783439490443,0.02211783439490443,False
Gemini 3 Pro,human,117,42,0.10903318320859551,0.2175394870591915,0.10850630385059598,0.10850630385059598,False
Gemini 3 Pro,o1 (Inspect),157,60,0.2085987261146497,0.42916666666666664,0.22056794055201695,0.22056794055201695,False
Gemini 3 Pro,o1-preview,142,54,0.30914654594232055,0.6021825396825397,0.2930359937402191,0.2930359937402191,False
Gemini 3 Pro,o3 (Inspect),157,60,0.06719745222929936,0.12583333333333332,0.05863588110403396,0.05863588110403396,False
human,o1 (Inspect),117,42,0.05977023559482329,0.11579384627414183,0.05602361067931853,0.05602361067931853,False
human,o1-preview,109,37,0.15901287411816548,0.3008432077397595,0.141830333621594,0.141830333621594,False
human,o3 (Inspect),117,42,-0.05305027722568952,-0.11515853467823911,-0.06210825745254959,0.06210825745254959,False
o1 (Inspect),o1-preview,142,54,0.11548457411133468,0.19477513227513227,0.07929055816379758,0.07929055816379758,False
o1 (Inspect),o3 (Inspect),157,60,-0.14140127388535031,-0.30333333333333334,-0.16193205944798303,0.16193205944798303,False
o1-preview,o3 (Inspect),142,54,-0.24189302481556002,-0.46699735449735447,-0.22510432968179445,0.22510432968179445,False
